freq_GHz,att_dB_per_km
1.0046324478085231,0.0053508069437415
1.0392025757881629,0.005429104085284
1.074971643199629,0.0054308055021676
1.105717889367667,0.005432223756872
1.1245763677107723,0.0055108488024204
1.150215604361475,0.0056709370401797
1.1831139718130608,0.0056724180052285
1.2067011113679995,0.0056734549108753
1.2447094691389164,0.005756322978074
1.2767050864858025,0.0057576758976354
1.313198435192502,0.0059252438034856
1.3545376383475278,0.0061851377969949
1.4011848432854712,0.0060136735931914
1.4372027054368954,0.0060150869983585
1.482445536240527,0.0062789217084829
1.5077555076035432,0.006191277985976
1.546526260235478,0.0061053358712182
1.5862387458444525,0.0063727962755212
1.6408366480751682,0.0063747934343541
1.678260719346328,0.0064673988059329
1.6973137951142734,0.0063767912190729
1.740928584856253,0.0064695945412583
1.7806200466908684,0.0066575340087088
1.8315651292195063,0.0065652911478562
1.8892552913120813,0.0066611856242495
1.943291608110219,0.0066629251926882
1.998821273899397,0.0069549938772347
2.0387062426386966,0.006761304946685
2.0969988905793007,0.006859883330592
2.132782641923269,0.0068609581494617
2.1876064373445927,0.0068625706935329
2.250176167873653,0.0068643628536769
2.3144952219879813,0.0070641391052125
2.38739659054367,0.0071673198942145
2.490530021786347,0.0072727673449871
2.867615116564446,0.0074922508504393
3.209954178032807,0.0078268016511677
3.2924956370218466,0.007718156572201
2.448743997621257,0.0072716280132193
2.533051141105173,0.0071712511241078
2.598141340243951,0.0072756164554601
2.672406633711057,0.0074873615822935
2.733358670857988,0.0075961290127386
2.8036692520968782,0.0073849708303284
2.9914414907816,0.0078216940629728
3.077056006216781,0.0076044641559956
3.129536475793833,0.0077145298247523
3.3866378361287057,0.0078306856487075
3.4736923424081665,0.0078325261096813
3.573046591003798,0.0078345715736549
3.685557404535863,0.0080627947207256
3.834009804813896,0.0079519119018749
3.977140792925278,0.0080684810990306
4.06785110261057,0.0081856903385058
4.137302014903229,0.0080714311701542
4.184199428789218,0.0081878280313079
4.291606069966339,0.0086688600488231
4.364877177792434,0.0085478566027148
4.477155546042812,0.0083102421729565
4.5921621860542166,0.0085518751129584
4.683713780340086,0.008553438377088
4.817593093611098,0.008802372457809
4.9834133255285336,0.0088051310170261
5.140379582385887,0.0089337412202046
5.332279876425479,0.0090647033151683
5.50023464117089,0.00919710490384
5.673479601415118,0.0093314403870997
5.918620440838806,0.0093350959838312
6.156751554686098,0.0098848200476022
6.458988721916397,0.0101743613638098
6.737952702808771,0.0104718368958395
6.950182984656728,0.0106247914706462
7.1087022032946825,0.0107791357285767
7.394844062310118,0.0110940038222818
7.8016704861135135,0.0115830301540449
7.934800283175798,0.0115848450040616
8.184514845369536,0.0122660911316397
8.442455528033449,0.0120964552679154
8.707994822369837,0.0131770954590649
9.033159704142172,0.0131815691918365
9.265198402725709,0.0135648433794442
9.47643582624259,0.0139588973536963
9.719861151195426,0.0143647735407628
10.025927545149855,0.0147832232024462
10.254419592495626,0.0154304385211673
10.57731856995528,0.0158799312862629
10.849022748322726,0.0163416644588792
11.285426556835434,0.0175516953910946
11.60780721520257,0.0185833365571977
11.939812715410422,0.0185881895950179
12.315353863649946,0.020248770675358
12.631593765716117,0.0211358216919943
12.992655345945654,0.0217509458223408
13.363572246471811,0.0236934539269241
13.745437066707275,0.0247320541994279
14.13833675302566,0.0254518408986538
14.50075705750736,0.028523557925253
14.831101898114088,0.0301985183812336
15.168972395021564,0.0319718358702481
15.470715167925798,0.0343329387062904
15.82315683120949,0.0363490376383149
16.183345825537007,0.0395931873672294
16.551589885952865,0.0437442341578725
17.02410795526296,0.0476508932095987
17.362451033824055,0.0526453549552126
17.757834173093904,0.0565346622166103
18.00890055208156,0.0624570020011278
18.26399348969788,0.066119422612019
18.41788265977192,0.0740875969980041
18.94400979441617,0.0784422654934233
19.05016295328832,0.085429848328529
19.265263165536407,0.0930447391815903
19.53764209508762,0.1027917251719532
19.870345851405933,0.1088221779846962
20.150753473446265,0.1254590975771085
20.55123659910829,0.1386089174709755
20.84179706421694,0.1531290202582194
21.31622741996822,0.1667957773950298
21.74006280436108,0.1816775479481471
22.235134281468,0.1950994311716296
22.806496341543426,0.1979387706994848
23.196076297703147,0.1924213691306215
23.92794983706591,0.1792726421447907
24.753913190358592,0.1533731195616163
24.54409283549485,0.1670136847412255
25.534938990894503,0.1428926761202647
25.97157823305566,0.1350164834775512
26.564629551524902,0.1312598502588712
27.17240547471834,0.118853778739431
27.79287723612454,0.1155468487863011
28.50829370554265,0.1091865010226704
29.407264335665708,0.1046586857164324
30.2483683723282,0.1046860173292689
31.201395183896206,0.1047160903474464
31.91331188212327,0.1047379670594243
32.73365280550245,0.1047625838234589
33.85974672382233,0.1078171609057837
34.630811415579664,0.1157824233144216
35.82217085087653,0.1191583073742138
36.84675349007644,0.1191894255628392
37.89866191334231,0.1298338557879667
39.53413021266328,0.1414473722465643
38.7623767979002,0.135518032993698
40.20805127422681,0.1455487679134501
41.12332359989624,0.1585389879206099
41.5891053748182,0.1631274513286478
42.41676936259216,0.1727021124406981
43.50559000901601,0.1828483008143226
44.62119507845592,0.2020238398540969
45.25245878065694,0.2200372198718516
46.15342880559848,0.229664538805402
46.9381434008263,0.2537298809435283
47.87100848732078,0.2803242236459302
48.8215637812074,0.318636299285316
49.23292561925474,0.3570357513390433
49.92812854489282,0.4058108430612725
50.34925233246023,0.4482985135769353
50.77304427978417,0.5095145139773997
51.19995766387115,0.5873792835507504
51.776717356615336,0.6676044551734904
52.06548975519344,0.7587472796722642
52.800230875544194,0.8747458538291287
52.64787521418656,0.9800607317420196
52.94104549614047,1.1298055762147252
53.23538494459546,1.321074299246373
53.38154155811641,1.501391055918314
53.37550176697964,1.806093721667631
53.67319100757785,2.052665597913589
53.66711821811041,2.469247724942205
53.96643388051283,2.806354840232379
54.26647424115568,3.281452430441929
54.415935315104186,3.676714340947433
54.87347910478943,4.238595321942618
55.17856241818356,4.956161894230275
55.48679075053603,5.553293159245331
55.63719148305882,6.680491246128311
56.10549225476743,7.592724819100225
56.2585493447791,8.877891843219933
56.89179811861645,10.234891789853906
57.20810279909482,11.967592286492634
57.853550417865584,13.220923040301054
58.34101417351486,14.814201023791131
58.83463353092918,15.6820730289569
59.3334622198081,16.13552502847745
59.83599941476962,16.83974594628057
60.51688990872592,15.910714308665003
61.37997749750649,14.405778958780424
61.728219539302536,14.002765566339484
62.07951800165008,13.229556340184992
62.08330043804301,11.976658010778763
62.436619683991104,11.315327045223508
62.79304276240313,10.390895184829889
62.79577553195119,9.678074067491822
63.15424887243064,8.887401382603288
63.33590598082138,8.161111432322762
63.51919132337573,7.284138785330895
64.06275611995783,6.594814750825313
64.06665939285645,5.970256211476968
64.06944759053142,5.5606933559423855
64.25205943460674,5.328707393473833
64.43855686031236,4.688975599527235
64.80584405002698,4.36753737848848
65.17635926727193,3.9541184884596032
64.81374138745687,3.5794587949759213
65.5535572298734,3.195069370025413
64.8233323053039,2.811121979365422
65.56097504855114,2.656035242050139
65.7489826001614,2.4738943619672047
65.5678230107976,2.239546989817822
66.12891895101117,2.027610670098743
66.3214413817654,1.7590081960656965
66.6994606455385,1.6384248291160026
66.33125540394916,1.3814341455151349
66.71223381314537,1.198463527000996
67.2848799286051,1.039754471948725
68.05408721523243,0.9020863521571676
68.05882604761476,0.8051293828031855
68.25577886691705,0.7186121906458326
68.64721341864532,0.6323565480755658
69.62686112428216,0.5644640462601558
70.61925981296241,0.5183894544714835
70.82238930564675,0.4760259969313494
71.42845114041408,0.4309779589402177
73.0614009501971,0.4014964951518846
74.10017260634395,0.3902948763477738
76.0075851933502,0.3688108534599988
77.95934651210358,0.3849675894788566
79.96540208600469,0.3689842384688357
82.71634936036203,0.3797427627189178
84.60220088367795,0.3907741576755023
87.5111386231792,0.4137644128876023
90.01177427677588,0.4319017361036618
93.1075236233371,0.4508576517408099
94.69468693823138,0.4639306808813492
97.40144064955288,0.477432637927397
99.89908614607133,0.5275016194091333
103.04478468851497,0.5428678814356693
105.39135259970216,0.5829736038691787
107.48967945616388,0.6084805286410804
109.62882950378906,0.6441949029390162
111.17976736322667,0.7016343001929326
113.38741912949745,0.7975270704664424
114.6627150305142,0.9325919090082072
114.65373330564964,1.0598560514160618
115.62179802392218,1.1542974366468977
116.26563929935423,1.3306641499817928
117.57330724316915,1.5560181789873406
117.8950761026196,1.7937175267357457
118.2208124561241,1.981413069932632
